,Магазин,Координаты и время,Категория,Бренд,Номер карты,Количество товаров,Цена
2562,123.ru,"('59.90625125,29.70726325', '17:26')",Пылесос,Aurora,4273835759258865,41,9599
2563,Stokmann,"('59.9325138,30.3597223', '17:57')",Костюм,Forever 21,4274442976099829,76,4600
2564,Золотое яблоко,"('59.931709,30.35935454', '19:33')",Шампунь,Lorac,5106883473855727,86,595
2565,DNS,"('59.8835274,30.370143', '10:22')",Плеер и аудиотехника,Nitto,4272173191970435,8,100
2566,Fab Store,"('59.9302169,30.3246437', '11:30')",Костюм,Balmain,4274582706914150,87,2300
2567,Отдел,"('60.04797585,30.26449915', '13:07')",Куртка,G-Star Raw,5469766831601227,64,5599
2568,Рив Гош,"('59.990724,30.2053798', '19:44')",Гель,Algenist,4279257151041709,98,200
2569,Code7,"('59.9595411,30.3145212', '11:19')",Рубашка,The North Face,4274658639558006,63,4000
2570,MAC Cosmetics,"('59.92738625,30.36147265', '13:55')",Крем,Herbivore,4274195244739270,16,1700
2571,Gate31,"('59.9307242,30.345161', '18:45')",Бикини,Jack Wills,5106142187988028,84,1701
2572,SMEG,"('59.9547305,30.3265232', '16:24')",Микроволновая печь,Delinte,4274947783665001,26,13600
2573,Гум,"('59.9937587,30.1931236', '19:11')",Рубашка,Jigsaw,5106975296337565,86,1200
2574,Fab Store,"('59.9302169,30.3246437', '11:30')",Шорты,G-Star Raw,4279367232219510,50,995
2575,М.Видео,"('59.9907784,30.2061089', '15:19')",Пылесос,Sony,5189719659981850,85,19700
2576,PiterGSM,"('59.9323949,30.3661284', '11:54')",Кондиционер,Evergreen,5469466151115119,33,42805
2577,Гум,"('59.9937587,30.1931236', '19:11')",Шапка,Vetements,5106269409715023,41,695
2578,Gate31,"('59.9307242,30.345161', '18:45')",Джинсы,Frame,5106348677528691,95,1500
2579,MAC Cosmetics,"('59.92738625,30.36147265', '13:55')",Румяна,Huda Beauty,4279343607051969,81,300
2580,Северная Звезда,"('59.8732701,30.3380677', '19:49')",Румяна,SkinCeuticals,5469128675531316,99,100
2581,Золотое яблоко,"('59.931709,30.35935454', '19:33')",Пудра,L'Occitane,5106141617413611,41,5
2582,Fab Store,"('59.9302169,30.3246437', '11:30')",Шорты,Gap,4274692244542393,42,2000
2583,Котофото,"('59.9252998,30.3170072', '16:42')",Планшет,Nikon,5106357228158098,99,40099
2584,Золотое яблоко,"('59.931709,30.35935454', '19:33')",Пудра,Vichy,5106314994018181,76,1195
2585,Subbota,"('59.9538908,30.296822', '14:00')",Жилет,Balenciaga,5469315760766505,82,2701
2586,SMEG,"('59.9547305,30.3265232', '16:24')",Планшет,OnePlus,4273275502630954,42,34801
2587,SMEG,"('59.9547305,30.3265232', '16:24')",Стиральная машина,Whirlpool,4279287609303974,28,77099
2588,Sephora,"('59.92824665,30.35999192', '16:15')",Помада,Tom Ford Beauty,4279806123144769,5,1601
2589,Спутник,"('59.9189277,30.346303', '12:43')",Маскара,AmorePacific,5106820265053481,79,601
2590,DNS,"('59.8835274,30.370143', '10:22')",Кондиционер,Creative,5469128569363583,96,46000
2591,Citilink,"('59.9992825,30.3597408', '19:16')",Телевизор,Samsung,4272603288725678,63,28695
2592,Code7,"('59.9595411,30.3145212', '11:19')",Свитер,Boden,4274767787284087,9,1701
2593,PiterGSM,"('59.9323949,30.3661284', '11:54')",Смартфон,Pirelli,4276774313956994,82,135605
2594,Stokmann,"('59.9325138,30.3597223', '17:57')",Шляпа,Columbia,5106539607435460,46,995
2595,Рив Гош,"('59.990724,30.2053798', '19:44')",Гель,Milani,5106404758413799,9,1800
2596,Спутник,"('59.9189277,30.346303', '12:43')",Пудра,La Mer,5106237624139207,49,1205
2597,Спутник,"('59.9189277,30.346303', '12:43')",Гель,IT Cosmetics,5106542155218151,84,1301
2598,Paper Shop,"('59.7933155,30.3309104', '13:56')",Платье,Frame,4279379006738033,83,6600
2599,Рив Гош,"('59.990724,30.2053798', '19:44')",Крем,Elizabeth Arden,5106870649299206,9,1395
2600,Citilink,"('59.9992825,30.3597408', '19:16')",Фотокамера,Frigidaire,4274173386566282,23,10901
2601,Подружка,"('59.9604693,30.3164542', '20:09')",Тональник,Lancôme,4279422794758638,80,2195
2602,Familia,"('59.92634555,30.32030116', '11:53')",Джинсы,Reebok,5106584189429769,68,2805
2603,Северная Звезда,"('59.8732701,30.3380677', '19:49')",Маскара,GlamGlow,4272563931208838,93,695
2604,Спортмастер,"('59.9128513,30.446262', '20:56')",Бикини,Levi's,5106658667729280,77,605
2605,М.Видео,"('59.9907784,30.2061089', '15:19')",Холодильник,Blacklion,5106298661163576,56,24895
2606,Familia,"('59.92634555,30.32030116', '11:53')",Футболка,Hobbs,4273607360754146,55,600
2607,Отдел,"('60.04797585,30.26449915', '13:07')",Блузка,Warehouse,5106649281890268,46,1699
2608,Citilink mini,"('60.0474289,30.3748429', '10:37')",Пылесос,Mickey Thompson,5106942084277085,78,4305
2609,Paper Shop,"('59.7933155,30.3309104', '13:56')",Свитер,Diane von Furstenberg,4276630968839429,97,5099
2610,Fab Store,"('59.9302169,30.3246437', '11:30')",Рубашка,Blank NYC,5106698588116418,20,5105
2611,Citilink mini,"('60.0474289,30.3748429', '10:37')",Видеокамера,Firestone,4279486612199228,22,65999
2612,Familia,"('59.92634555,30.32030116', '11:53')",Футболка,Zara,5469517400644401,19,3201
2613,Stokmann,"('59.9325138,30.3597223', '17:57')",Жилет,Ghost,4272945980021478,44,901
2614,Stokmann,"('59.9325138,30.3597223', '17:57')",Плавки,Phase Eight,5106639403412735,98,795
2615,Л'Этуаль,"('59.9263549,30.32150747', '10:22')",Румяна,Estée Lauder,4274292546663125,72,1005
2616,MAC Cosmetics,"('59.92738625,30.36147265', '13:55')",Пудра,Laura Geller Beauty,4274494154882322,65,1200
2617,Subbota,"('59.9538908,30.296822', '14:00')",Шляпа,Calvin Klein,4279926153080992,29,1200
2618,Эльдорадо,"('59.94584125,30.480875', '16:34')",Фотокамера,G.Skill,4279747605051832,23,56705
2619,Гум,"('59.9937587,30.1931236', '19:11')",Куртка,Burberry,4272797700741896,28,1199
2620,Fab Store,"('59.9302169,30.3246437', '11:30')",Шорты,Whistles,5469376557076462,97,1101
2621,Рив Гош,"('59.990724,30.2053798', '19:44')",Тушь,Bioderma,4274782092181260,88,301
2622,DNS,"('59.8835274,30.370143', '10:22')",Гарнитура,G.Skill,5106824866052772,64,200
2623,Citilink mini,"('60.0474289,30.3748429', '10:37')",Гарнитура,Sonny,5469342093398476,66,1000
2624,М.Видео,"('59.9907784,30.2061089', '15:19')",Ноутбук,EVGA,5469619594882817,77,44699
2625,М.Видео,"('59.9907784,30.2061089', '15:19')",Микроволновая печь,Aurora,4279705827228968,36,16405
2626,Gate31,"('59.9307242,30.345161', '18:45')",Перчатки,Ba&sh,5106159523197973,83,495
2627,Subbota,"('59.9538908,30.296822', '14:00')",Плавки,Kitri,4279473502836192,25,2595
2628,Citilink mini,"('60.0474289,30.3748429', '10:37')",Видеокамера,Crucial,4279788895230954,86,7500
2629,Gate31,"('59.9307242,30.345161', '18:45')",Свитер,Coast,5404818605427816,8,3200
2630,DNS,"('59.8835274,30.370143', '10:22')",Принтер,Creative,4274741179492856,43,13200
2631,Code7,"('59.9595411,30.3145212', '11:19')",Рубашка,Gap,4279389215695027,42,3799
2632,MAC Cosmetics,"('59.92738625,30.36147265', '13:55')",Линер,Briogeo,5213295798328522,19,295
2633,Stokmann,"('59.9325138,30.3597223', '17:57')",Перчатки,Whistles,4274810900085883,57,101
2634,Подружка,"('59.9604693,30.3164542', '20:09')",Основа,Sunday Riley,4272657710108497,88,1800
2635,DNS,"('59.8835274,30.370143', '10:22')",Гарнитура,Kumho,5106805764050185,31,2401
2636,Gate31,"('59.9307242,30.345161', '18:45')",Жилет,Mary Katrantzou,4279682858092614,19,1300
2637,Рив Гош,"('59.990724,30.2053798', '19:44')",Румяна,Caudalie,5469715340760261,98,2100
2638,Stokmann,"('59.9325138,30.3597223', '17:57')",Плавки,Prada,4274435193286608,53,1805
2639,Familia,"('59.92634555,30.32030116', '11:53')",Костюм,Vans,4276155400152555,78,4399
2640,Северная Звезда,"('59.8732701,30.3380677', '19:49')",Гель,Youth to the People,5469816692888688,78,405
2641,Citilink,"('59.9992825,30.3597408', '19:16')",Телевизор,GoPro,5404138384467248,21,8395
2642,Гум,"('59.9937587,30.1931236', '19:11')",Блузка,Diane von Furstenberg,5106971135802643,99,5899
2643,Эльдорадо,"('59.94584125,30.480875', '16:34')",Стиральная машина,NZXT,5106880874444670,83,6899
2644,Code7,"('59.9595411,30.3145212', '11:19')",Плавки,Valentino,4274829424175207,19,5599
2645,Эльдорадо,"('59.94584125,30.480875', '16:34')",Телевизор,Insa Turbo,4279755885065692,56,55195
2646,Технопарк,"('59.90775075,30.32520831', '21:03')",Микроволновая печь,Apollo,5106525890317343,67,13200
2647,PiterGSM,"('59.9323949,30.3661284', '11:54')",Пылесос,Duraturn,4279534528836381,51,7100
2648,Code7,"('59.9595411,30.3145212', '11:19')",Куртка,Jaeger,4272704434671899,72,2999
2649,MAC Cosmetics,"('59.92738625,30.36147265', '13:55')",Пудра,Ren Clean Skincare,5106921746950795,31,2600
2650,Технопарк,"('59.90775075,30.32520831', '21:03')",Пылесос,OnePlus,4279217204815865,97,1
2651,Code7,"('59.9595411,30.3145212', '11:19')",Платье,Saks Potts,4279528303910181,82,195
2652,PiterGSM,"('59.9323949,30.3661284', '11:54')",Видеокамера,Panasonic,5106804624642912,11,8705
2653,Familia,"('59.92634555,30.32030116', '11:53')",Перчатки,Forever 21,5469794958909214,83,205
2654,SMEG,"('59.9547305,30.3265232', '16:24')",Плеер и аудиотехника,Dell,5106426875886941,84,6101
2655,MAC Cosmetics,"('59.92738625,30.36147265', '13:55')",Шампунь,Ren Clean Skincare,4274981332120727,7,701
2656,Citilink mini,"('60.0474289,30.3748429', '10:37')",Монитор,Insa Turbo,4279268110800686,60,8401
2657,123.ru,"('59.90625125,29.70726325', '17:26')",Кондиционер,Honor,4274546062550026,33,40100
2658,Fab Store,"('59.9302169,30.3246437', '11:30')",Джинсы,Coast,5106995767595247,46,1799
2659,Рив Гош,"('59.990724,30.2053798', '19:44')",Шампунь,Avene,4274406199942442,20,1899
2660,Эльдорадо,"('59.94584125,30.480875', '16:34')",Видеокамера,Honor,4274131027379723,6,13601
2661,Котофото,"('59.9252998,30.3170072', '16:42')",Фотокамера,Garmin,4279598501262864,87,20505
2662,Yves Rocher,"('59.9650697,30.3106416', '15:23')",Тушь,Guerlain,4279158580721929,28,200
2663,MAC Cosmetics,"('59.92738625,30.36147265', '13:55')",Маскара,Pat McGrath Labs,4274671932418190,98,105
2664,Подружка,"('59.9604693,30.3164542', '20:09')",Линер,Huda Beauty,4279976361645358,11,100
2665,123.ru,"('59.90625125,29.70726325', '17:26')",Кондиционер,BFGoodrich,4279308101758653,99,28605
2666,Спортмастер,"('59.9128513,30.446262', '20:56')",Шапка,Veronica Beard,5404730204558420,41,701
2667,Котофото,"('59.9252998,30.3170072', '16:42')",Планшет,Canon,5106495975578225,98,2605
2668,Технопарк,"('59.90775075,30.32520831', '21:03')",Микроволновая печь,Akuret,4274518290080463,51,16200
2669,Familia,"('59.92634555,30.32030116', '11:53')",Шорты,True Religion,4274584570749640,49,1105
2670,Stokmann,"('59.9325138,30.3597223', '17:57')",Свитер,Joseph,4279898739164386,57,2900
2671,Stokmann,"('59.9325138,30.3597223', '17:57')",Шляпа,Oasis,5404134602657615,39,99
2672,Подружка,"('59.9604693,30.3164542', '20:09')",Помада,AmorePacific,4272357812408147,80,199
2673,Котофото,"('59.9252998,30.3170072', '16:42')",Монитор,Garmin,5404339277011466,90,14300
2674,Citilink,"('59.9992825,30.3597408', '19:16')",Смартфон,Blacklion,4274287829372057,76,7799
2675,Золотое яблоко,"('59.931709,30.35935454', '19:33')",Парфюм,Clinique,5106764105411896,51,3895
2676,Золотое яблоко,"('59.931709,30.35935454', '19:33')",Линер,Estée Lauder,4274171477419991,87,101
2677,MAC Cosmetics,"('59.92738625,30.36147265', '13:55')",Парфюм,Lierac,5106215406532577,61,800
2678,Котофото,"('59.9252998,30.3170072', '16:42')",Пылесос,Zotac,4274186333470786,65,8400
2679,Технопарк,"('59.90775075,30.32520831', '21:03')",Телевизор,Fuzion,5404904645718749,36,192201
2680,Subbota,"('59.9538908,30.296822', '14:00')",Свитер,Balenciaga,5469550484425253,32,8300
2681,Paper Shop,"('59.7933155,30.3309104', '13:56')",Пальто,Baukjen,4276932522670144,21,1500
2682,Citilink mini,"('60.0474289,30.3748429', '10:37')",Стиральная машина,Evergreen,5189156649951387,23,65400
2683,PiterGSM,"('59.9323949,30.3661284', '11:54')",Видеокамера,LG,5404505345602674,93,13105
2684,Citilink mini,"('60.0474289,30.3748429', '10:37')",Кондиционер,Thermaltake,5106281958398503,99,11300
2685,Fab Store,"('59.9302169,30.3246437', '11:30')",Шляпа,Mary Katrantzou,4274823475197618,14,1401
2686,PiterGSM,"('59.9323949,30.3661284', '11:54')",Микроволновая печь,Lenovo,5404174678108537,45,5899
2687,Sephora,"('59.92824665,30.35999192', '16:15')",Шампунь,Kevyn Aucoin,5404668376601984,94,600
2688,DNS,"('59.8835274,30.370143', '10:22')",Ноутбук,ASRock,4272309694697977,76,7695
2689,Отдел,"('60.04797585,30.26449915', '13:07')",Платье,Equipment,4279729697257409,73,799
2690,Yves Rocher,"('59.9650697,30.3106416', '15:23')",Тональник,Urban Decay,5469183403135084,69,605
2691,Технопарк,"('59.90775075,30.32520831', '21:03')",Холодильник,Continental,4279223343013894,41,37801
2692,Л'Этуаль,"('59.9263549,30.32150747', '10:22')",Крем,Eve Lom,4279204104022988,100,5
2693,Гум,"('59.9937587,30.1931236', '19:11')",Штаны,Jaeger,4274988639213078,45,2501
2694,Code7,"('59.9595411,30.3145212', '11:19')",Куртка,Under Armour,4274713683488596,23,600
2695,Gate31,"('59.9307242,30.345161', '18:45')",Шляпа,Hudson Jeans,5106514179313996,89,2299
2696,Fab Store,"('59.9302169,30.3246437', '11:30')",Шарф,Jaeger,4279746257354785,6,199
2697,Fab Store,"('59.9302169,30.3246437', '11:30')",Шляпа,John Lewis & Partners,5189398665596911,74,1505
2698,Северная Звезда,"('59.8732701,30.3380677', '19:49')",Гель,Covergirl,4274152144983913,84,95
2699,Subbota,"('59.9538908,30.296822', '14:00')",Платье,Rebecca Minkoff,4279604002186331,36,2100
2700,Гум,"('59.9937587,30.1931236', '19:11')",Плавки,Phase Eight,5106713383544851,99,600
2701,PiterGSM,"('59.9323949,30.3661284', '11:54')",Видеокамера,Cooler Master,4274965604164001,40,5700
2702,Citilink,"('59.9992825,30.3597408', '19:16')",Плеер и аудиотехника,Gigabyte,4279383881867216,58,2399
2703,Подружка,"('59.9604693,30.3164542', '20:09')",Гель,Kate Somerville,5106391158294603,33,100
2704,Северная Звезда,"('59.8732701,30.3380677', '19:49')",Шампунь,MAC Cosmetics,4274183943666823,83,300
2705,DNS,"('59.8835274,30.370143', '10:22')",Ноутбук,Kumho,4276132747883440,12,136701
2706,MAC Cosmetics,"('59.92738625,30.36147265', '13:55')",Блеск,TheBalm,4279461076121105,41,399
2707,Северная Звезда,"('59.8732701,30.3380677', '19:49')",Блеск,Covergirl,5106233088572689,79,1800
2708,Code7,"('59.9595411,30.3145212', '11:19')",Плавки,Peter Pilotto,5106724053376289,22,2401
2709,Гум,"('59.9937587,30.1931236', '19:11')",Перчатки,Chloe,4279726725688319,86,2205
2710,Северная Звезда,"('59.8732701,30.3380677', '19:49')",Тональник,Covergirl,5404341858761030,59,3200
2711,Yves Rocher,"('59.9650697,30.3106416', '15:23')",Гель,Briogeo,4279859911806992,19,1205
2712,Gate31,"('59.9307242,30.345161', '18:45')",Куртка,Boden,4274759557745377,31,1600
2713,Citilink mini,"('60.0474289,30.3748429', '10:37')",Телевизор,Realme,4274741167780914,93,15800
2714,ИЛЬ ДЕ БОТЭ,"('59.9347512,30.3332064', '19:13')",Румяна,Charlotte Tilbury,5106689587456652,67,800
2715,Fab Store,"('59.9302169,30.3246437', '11:30')",Шапка,Timberland,4279145234387663,18,5
2716,Золотое яблоко,"('59.931709,30.35935454', '19:33')",Помада,Drunk Elephant,4273961129892728,50,901
2717,Citilink,"('59.9992825,30.3597408', '19:16')",Принтер,Cooper,5106143729510368,37,5499
2718,Котофото,"('59.9252998,30.3170072', '16:42')",Плеер и аудиотехника,Novex,4279925643170360,73,7501
2719,Спортмастер,"('59.9128513,30.446262', '20:56')",Костюм,Veronica Beard,4274322677231600,94,2600
2720,Технопарк,"('59.90775075,30.32520831', '21:03')",Монитор,Aurora,5106428417816636,67,3201
2721,Citilink,"('59.9992825,30.3597408', '19:16')",Смартфон,Oppo,4279591612765466,43,24999
2722,Спутник,"('59.9189277,30.346303', '12:43')",Пудра,Laura Geller Beauty,4279852813078490,99,1305
2723,Золотое яблоко,"('59.931709,30.35935454', '19:33')",Пудра,Beauty Bakerie,5106859373139077,11,1995
2724,Familia,"('59.92634555,30.32030116', '11:53')",Шорты,Zadig & Voltaire,5106524867942508,74,2495
2725,Yves Rocher,"('59.9650697,30.3106416', '15:23')",Тональник,First Aid Beauty,4279500722558559,7,400
